Name,Jones (vector)
12n_395,{-9; 0; -2; 5; -9; 12; -13; 13; -10; 8; -4; 1}
12n_396,{-5; 4; 2; -5; 8; -10; 11; -11; 9; -6; 4; -1}
12n_397,{-7; 2; -1; 3; -5; 7; -8; 8; -7; 6; -3; 1}
12n_398,{-10; 0; -1; 1; 0; -1; 3; -4; 4; -4; 4; -2; 1}
12n_399,{-7; 3; -1; 3; -6; 10; -12; 13; -13; 11; -7; 4; -1}
12n_400,{-9; 1; 1; -4; 8; -12; 15; -16; 15; -12; 8; -3; 1}
12n_401,{-1; 9; 1; -3; 7; -11; 14; -14; 14; -11; 7; -4; 1}
12n_402,{-13; -3; -1; 1; -2; 2; -1; 2; -1; 0; 0; 0; 1}
12n_403,{-6; 2; -1; 0; 1; 0; 2; -2; 2; -2; 1}
12n_404,{-12; -2; -1; 1; -2; 2; -1; 1; 1; -1; 1; -1; 1}
12n_405,{-1; 9; -1; 4; -6; 9; -11; 12; -11; 9; -6; 3; -1}
12n_406,{3; 13; 1; -3; 7; -9; 13; -14; 13; -11; 7; -4; 1}
12n_407,{2; 10; 2; -3; 5; -6; 7; -6; 4; -3; 1}
12n_408,{-7; 3; -1; 3; -7; 11; -14; 17; -16; 14; -10; 6; -2}
12n_409,{-10; -1; -1; 2; -4; 5; -6; 7; -5; 5; -3; 1}
12n_410,{-2; 8; -1; 4; -8; 13; -17; 19; -17; 15; -10; 5; -2}
12n_411,{-9; 1; -1; 1; -1; 0; 2; -3; 5; -4; 4; -3; 1}
12n_412,{-8; 2; -1; 3; -6; 9; -12; 13; -11; 10; -6; 3; -1}
12n_413,{-4; 6; -1; 3; -6; 9; -11; 13; -11; 10; -7; 3; -1}
12n_414,{-7; 1; -1; 2; -3; 4; -4; 4; -3; 3; -1}
12n_415,{-2; 8; -1; 4; -8; 13; -16; 18; -16; 13; -9; 4; -1}
12n_416,{-1; 9; -1; 3; -6; 10; -11; 13; -12; 10; -7; 3; -1}
12n_417,{4; 14; 1; 0; 0; 3; -5; 6; -7; 6; -5; 3; -1}
12n_418,{1; 11; 1; -2; 4; -4; 4; -3; 2; -1; 0; 1; -1}
12n_419,{1; 11; 1; -2; 3; -2; 2; 0; -1; 1; -2; 2; -1}
12n_420,{-3; 7; -1; 3; -6; 11; -12; 13; -13; 10; -7; 4; -1}
12n_421,{-6; 4; 1; -4; 8; -13; 18; -19; 19; -16; 11; -6; 2}
12n_422,{-4; 6; 2; -6; 11; -16; 19; -19; 18; -13; 8; -4; 1}
12n_423,{-7; 4; -1; 2; -2; 2; 0; -2; 3; -4; 5; -4; 3; -1}
12n_424,{-3; 7; 1; -4; 8; -11; 15; -16; 15; -12; 8; -4; 1}
12n_425,{-7; 1; -2; 3; -4; 6; -5; 5; -4; 3; -1}
12n_426,{4; 13; 1; 0; 0; 2; -2; 3; -4; 2; -2; 1}
12n_427,{-1; 9; -1; 4; -8; 13; -16; 19; -18; 15; -11; 6; -2}
12n_428,{1; 10; 1; -2; 4; -4; 5; -5; 4; -3; 2; -1}
12n_429,{-10; -1; -1; 3; -6; 9; -11; 12; -11; 9; -6; 3}
12n_430,{-7; 3; -1; 2; -2; 2; -1; 0; 1; -1; 2; -2; 1}
12n_431,{-4; 6; 1; -4; 9; -13; 16; -17; 16; -12; 8; -4; 1}
12n_432,{-12; -2; -1; 1; -1; 0; 2; -3; 4; -4; 4; -2; 1}
12n_433,{-10; 0; -1; 2; -3; 3; -2; 2; -1; 0; 1; -1; 1}
12n_434,{-7; 2; -1; 3; -6; 9; -10; 11; -10; 8; -5; 2}
12n_435,{-7; 2; -1; 3; -6; 8; -9; 10; -8; 7; -4; 1}
12n_436,{-10; 0; -1; 1; 0; -2; 4; -5; 6; -5; 5; -3; 1}
12n_437,{-5; 6; -1; 2; -4; 6; -6; 6; -4; 3; 0; -1; 1; -1}
12n_438,{-2; 6; 1; -2; 3; -3; 4; -3; 2; -2; 1}
12n_439,{-7; 2; -1; 1; -1; 0; 1; 0; 2; -1; 1; -1}
12n_440,{-6; 4; 1; -3; 6; -10; 12; -13; 14; -10; 7; -4; 1}
12n_441,{2; 12; 1; -3; 8; -11; 15; -16; 14; -12; 8; -4; 1}
12n_442,{-3; 6; 1; -2; 4; -5; 6; -7; 6; -4; 3; -1}
12n_443,{-5; 3; -2; 3; -4; 6; -5; 6; -4; 2; -1}
12n_444,{-5; 4; 1; -2; 3; -4; 4; -4; 4; -2; 2; -1}
12n_445,{0; 10; 1; -4; 9; -14; 20; -21; 21; -18; 12; -7; 2}
12n_446,{-2; 8; 1; -2; 2; -1; 0; 2; -2; 3; -3; 2; -1}
12n_447,{-6; 4; 1; -3; 6; -9; 11; -12; 12; -9; 6; -3; 1}
12n_448,{-6; 4; 1; -3; 7; -12; 16; -18; 18; -15; 11; -6; 2}
12n_449,{-5; 4; 1; -3; 4; -5; 6; -5; 5; -3; 2; -1}
12n_450,{-1; 9; 1; -3; 8; -12; 15; -16; 15; -12; 8; -4; 1}
12n_451,{-8; 0; -2; 3; -4; 6; -6; 6; -4; 3; -1}
12n_452,{-1; 7; 2; -4; 7; -9; 10; -9; 7; -5; 2}
12n_453,{3; 13; 1; -3; 8; -12; 17; -19; 19; -16; 11; -7; 2}
12n_454,{-10; -1; -1; 2; -4; 6; -7; 8; -7; 6; -4; 2}
12n_455,{0; 10; 2; -4; 8; -12; 15; -16; 15; -12; 8; -4; 1}
12n_456,{-5; 6; -1; 2; -3; 4; -4; 4; -2; 1; 1; -1; 1; -1}
12n_457,{-9; 1; -1; 1; -1; 1; 1; -2; 3; -3; 3; -2; 1}
12n_458,{-4; 6; 2; -6; 11; -17; 21; -21; 20; -15; 10; -5; 1}
12n_459,{-1; 9; -1; 4; -7; 12; -15; 17; -17; 14; -10; 6; -2}
12n_460,{-6; 4; -1; 2; -4; 8; -9; 10; -10; 8; -6; 4; -1}
12n_461,{-7; 3; -1; 4; -7; 10; -13; 14; -13; 11; -7; 4; -1}
12n_462,{-4; 4; 1; -2; 3; -4; 5; -4; 3; -2; 1}
12n_463,{-7; 3; -1; 3; -6; 9; -11; 13; -12; 10; -7; 4; -1}
12n_464,{-2; 8; 1; -2; 2; 0; -1; 3; -4; 4; -4; 3; -1}
12n_465,{-4; 6; -1; 3; -6; 10; -12; 14; -13; 11; -8; 4; -1}
12n_466,{-11; -1; -1; 2; -4; 6; -8; 9; -8; 7; -4; 3; -1}
12n_467,{-1; 9; 1; -2; 4; -5; 7; -7; 6; -5; 3; -2; 1}
12n_468,{-3; 7; -1; 2; -3; 5; -5; 6; -5; 4; -3; 2; -1}
12n_469,{-10; 0; -1; 2; -4; 6; -8; 9; -8; 8; -5; 3; -1}
12n_470,{-2; 8; 1; -2; 4; -5; 6; -6; 6; -5; 3; -2; 1}
12n_471,{-2; 8; -1; 3; -5; 9; -11; 12; -11; 9; -6; 3; -1}
12n_472,{5; 15; 1; 0; 1; 0; -1; 2; -3; 3; -3; 2; -1}
12n_473,{4; 14; 1; -1; 2; -1; 1; 0; -1; 1; -1; 1; -1}
12n_474,{4; 13; 1; -1; 2; -2; 3; -2; 2; -2; 1; -1}
12n_475,{1; 6; 1; -1; 2; -1; 1; -1}
12n_476,{0; 10; 2; -3; 6; -9; 11; -12; 11; -9; 6; -3; 1}
12n_477,{3; 12; 1; -2; 4; -5; 7; -7; 7; -5; 3; -2}
12n_478,{-2; 7; 1; -2; 3; -4; 5; -4; 4; -3; 2; -1}
12n_479,{-1; 9; 2; -4; 8; -11; 13; -14; 12; -9; 6; -3; 1}
12n_480,{-4; 6; 1; -2; 6; -10; 12; -14; 13; -10; 8; -4; 1}
12n_481,{-4; 6; 1; -2; 5; -8; 10; -11; 10; -8; 6; -3; 1}
12n_482,{-3; 6; -1; 4; -7; 10; -11; 11; -9; 7; -4; 1}
12n_483,{-4; 6; -1; 3; -4; 4; -3; 3; -1; 0; 1; -2; 1}
12n_484,{-4; 5; -1; 3; -5; 7; -8; 9; -7; 6; -4; 1}
12n_485,{-4; 6; -1; 3; -6; 9; -10; 12; -11; 9; -6; 3; -1}
12n_486,{-6; 4; -1; 2; -4; 7; -8; 9; -8; 7; -5; 3; -1}
12n_487,{0; 9; 1; 0; 0; 1; -2; 2; -2; 2; -2; 1}
12n_488,{-3; 6; -1; 2; -2; 2; -1; 1; 1; -1; 1; -1}
12n_489,{-2; 8; -1; 4; -8; 14; -18; 20; -19; 16; -11; 6; -2}
12n_490,{-5; 5; -1; 3; -6; 10; -12; 13; -12; 10; -6; 3; -1}
12n_491,{-7; 3; -1; 3; -6; 8; -10; 12; -10; 9; -6; 3; -1}
12n_492,{-4; 6; 1; -3; 7; -11; 14; -15; 14; -11; 8; -4; 1}
12n_493,{-6; 4; 1; -3; 7; -11; 14; -16; 15; -12; 9; -4; 1}
12n_494,{-2; 7; 1; -2; 5; -6; 7; -8; 6; -5; 4; -1}
12n_495,{-7; 4; -1; 1; -1; 0; 3; -3; 5; -6; 5; -4; 3; -1}
12n_496,{2; 12; 2; -6; 11; -15; 20; -19; 17; -14; 8; -4; 1}
12n_497,{-5; 5; -2; 5; -9; 14; -16; 18; -16; 12; -8; 4; -1}
12n_498,{-3; 7; 1; -3; 6; -9; 12; -13; 13; -10; 7; -4; 1}
12n_499,{-7; 2; -1; 3; -5; 6; -7; 8; -6; 5; -3; 1}
12n_500,{-8; 2; -1; 2; -4; 6; -8; 9; -7; 7; -4; 2; -1}
12n_501,{-7; 3; -1; 2; -4; 6; -7; 8; -7; 7; -4; 2; -1}
12n_502,{4; 11; 1; -1; 2; -1; 2; -1; 0; -1}
12n_503,{3; 12; 1; -2; 4; -4; 6; -6; 5; -4; 2; -1}
12n_504,{-6; 4; 1; -4; 9; -14; 18; -20; 20; -16; 11; -6; 2}
12n_505,{-9; 1; 1; -3; 6; -11; 14; -16; 17; -13; 10; -6; 2}
12n_506,{-5; 5; 1; -3; 5; -7; 9; -9; 9; -7; 5; -3; 1}
12n_507,{-9; 1; 1; -3; 6; -9; 11; -13; 12; -9; 7; -3; 1}
12n_508,{-1; 9; -1; 3; -6; 10; -11; 14; -13; 10; -8; 4; -1}
12n_509,{-2; 8; 1; -2; 5; -6; 7; -8; 7; -6; 4; -2; 1}
12n_510,{-12; -2; 1; -4; 8; -14; 18; -20; 20; -16; 12; -6; 2}
12n_511,{-6; 4; 1; -3; 6; -10; 13; -14; 14; -11; 8; -4; 1}
12n_512,{-10; 0; -1; 3; -6; 8; -10; 11; -10; 9; -5; 3; -1}
12n_513,{2; 12; 2; -5; 11; -16; 20; -21; 19; -15; 10; -5; 1}
12n_514,{-10; -1; -1; 2; -4; 5; -5; 6; -5; 4; -2; 1}
12n_515,{0; 10; 1; -3; 7; -10; 14; -15; 14; -12; 8; -4; 1}
12n_516,{0; 10; 1; -3; 7; -11; 15; -16; 16; -13; 9; -5; 1}
12n_517,{-5; 5; -1; 3; -7; 12; -15; 17; -16; 14; -9; 5; -2}
12n_518,{4; 15; 1; 0; 0; 4; -7; 9; -12; 11; -9; 7; -4; 1}
12n_519,{-7; 3; -1; 1; -1; 1; 1; -1; 2; -2; 2; -2; 1}
12n_520,{-10; -1; -1; 3; -6; 9; -11; 12; -11; 9; -6; 3}
12n_521,{-4; 6; -1; 4; -8; 12; -14; 16; -15; 12; -8; 4; -1}
12n_522,{-10; -1; -1; 1; -2; 3; -3; 4; -3; 3; -2; 1}
12n_523,{-9; -2; -1; 1; -2; 3; -2; 2; -1; 1}
12n_524,{-3; 7; 1; -2; 6; -10; 13; -15; 15; -13; 9; -5; 2}
12n_525,{-6; 4; 1; -3; 8; -13; 17; -20; 19; -16; 12; -6; 2}
12n_526,{-1; 9; -1; 3; -4; 6; -5; 5; -4; 2; -1; -1; 1}
12n_527,{0; 10; 1; -3; 8; -11; 14; -16; 15; -12; 8; -4; 1}
12n_528,{-13; -3; -1; 3; -5; 6; -7; 6; -5; 4; -1; 0; 1}
12n_529,{-3; 7; 1; -3; 8; -13; 17; -19; 19; -16; 11; -6; 2}
12n_530,{-4; 5; -1; 4; -7; 11; -13; 14; -13; 10; -7; 3}
12n_531,{-5; 5; -1; 3; -7; 11; -14; 17; -15; 13; -9; 5; -2}
12n_532,{-6; 4; 1; -4; 9; -14; 19; -21; 20; -17; 12; -6; 2}
12n_533,{-3; 6; 1; -3; 6; -8; 10; -11; 10; -7; 5; -2}
12n_534,{-6; 4; 1; -4; 8; -13; 17; -18; 18; -14; 10; -5; 1}
12n_535,{-7; 3; -1; 1; 0; -2; 4; -4; 6; -5; 4; -3; 1}
12n_536,{-3; 6; -2; 6; -9; 13; -14; 13; -11; 8; -4; 1}
12n_537,{-4; 6; -1; 5; -9; 14; -18; 19; -18; 15; -10; 5; -1}
12n_538,{-1; 8; -1; 4; -6; 9; -10; 11; -10; 7; -5; 2}
12n_539,{-3; 7; 1; -4; 9; -14; 19; -21; 21; -17; 12; -7; 2}
12n_540,{-4; 6; -1; 4; -7; 11; -14; 15; -14; 12; -8; 4; -1}
12n_541,{-8; 2; -1; 3; -6; 10; -13; 14; -13; 11; -7; 4; -1}
12n_542,{-8; 2; -1; 4; -9; 14; -18; 20; -18; 15; -10; 5; -1}
12n_543,{-10; -1; -1; 3; -6; 8; -10; 11; -9; 8; -5; 2}
12n_544,{-2; 8; -1; 5; -9; 15; -19; 20; -19; 15; -10; 5; -1}
12n_545,{0; 10; 1; -3; 7; -10; 13; -14; 14; -11; 7; -4; 1}
12n_546,{-8; 2; -1; 3; -5; 8; -10; 10; -10; 8; -4; 3; -1}
12n_547,{-7; 3; -1; 3; -5; 8; -10; 11; -11; 9; -6; 4; -1}
12n_548,{-6; 3; 1; -4; 7; -11; 14; -14; 14; -10; 7; -3}
12n_549,{3; 10; 3; -3; 4; -5; 4; -4; 3; -1}
12n_550,{-8; 1; 1; -2; 3; -5; 5; -5; 5; -3; 3; -1}
12n_551,{0; 10; 1; -3; 7; -11; 16; -17; 17; -15; 10; -6; 2}
12n_552,{-7; 3; -1; 2; -3; 3; -2; 2; 0; 0; 1; -2; 1}
12n_553,{-7; 3; -1; 3; -5; 10; -12; 12; -14; 11; -7; 5; -1}
12n_554,{-8; 3; 1; -1; 1; -1; -3; 4; -4; 7; -5; 4; -3; 1}
12n_555,{-8; 2; -3; 6; -12; 19; -20; 23; -21; 15; -10; 5; -1}
12n_556,{-3; 7; -1; 5; -7; 11; -14; 12; -12; 10; -5; 3; -1}
12n_557,{0; 10; 1; -2; 6; -10; 14; -16; 16; -14; 10; -6; 2}
12n_558,{-2; 9; -1; 3; -5; 7; -7; 7; -5; 3; 0; -1; 1; -1}
12n_559,{-2; 8; 1; -2; 4; -6; 8; -8; 8; -7; 5; -3; 1}
12n_560,{-6; 4; 1; -4; 9; -15; 20; -22; 22; -18; 13; -7; 2}
12n_561,{-3; 7; 1; -2; 4; -6; 8; -9; 9; -7; 5; -3; 1}
12n_562,{-5; 5; 1; -2; 3; -4; 5; -5; 5; -4; 3; -2; 1}
12n_563,{-1; 9; 1; -2; 6; -9; 11; -12; 11; -9; 6; -3; 1}
12n_564,{-10; -1; -1; 2; -3; 5; -6; 6; -6; 5; -3; 2}
12n_565,{-8; 2; 1; -3; 4; -6; 7; -6; 7; -5; 3; -2; 1}
12n_566,{-7; 3; 1; -3; 5; -8; 10; -10; 10; -7; 5; -3; 1}
12n_567,{-6; 4; 1; -3; 7; -13; 17; -19; 20; -16; 12; -7; 2}
12n_568,{-4; 6; -1; 3; -7; 12; -15; 18; -17; 15; -11; 6; -2}
12n_569,{-8; 2; -1; 2; -5; 9; -12; 14; -13; 12; -8; 5; -2}
12n_570,{-11; -1; -1; 2; -3; 5; -7; 7; -7; 6; -3; 3; -1}
12n_571,{-5; 5; 1; -2; 2; -3; 4; -3; 4; -3; 2; -2; 1}
12n_572,{-10; 0; -1; 2; -4; 7; -9; 10; -10; 9; -6; 4; -1}
12n_573,{-4; 6; 1; -2; 4; -7; 9; -9; 9; -7; 5; -3; 1}
12n_574,{5; 15; 1; 0; 1; 0; -1; 1; -2; 3; -2; 1; -1}
12n_575,{4; 14; 1; -1; 2; -1; 0; 1; -1; 2; -2; 1; -1}
12n_576,{4; 13; 1; -1; 3; -4; 5; -5; 5; -4; 3; -2}
12n_577,{1; 10; 1; -1; 3; -4; 4; -4; 4; -3; 2; -1}
12n_578,{-4; 6; 2; -5; 9; -13; 15; -15; 14; -10; 6; -3; 1}
12n_579,{-6; 4; 1; -2; 3; -3; 2; -2; 1; 1; -1; 2; -1}
12n_580,{-7; 3; -1; 2; -5; 8; -9; 11; -10; 9; -6; 3; -1}
12n_581,{3; 12; 1; -1; 2; -3; 4; -4; 5; -3; 2; -2}
12n_582,{0; 9; 1; 0; 0; -1; 1; -1; 2; -1; 1; -1}
12n_583,{-3; 7; 2; -3; 5; -8; 9; -10; 10; -7; 5; -3; 1}
12n_584,{-3; 7; 1; -3; 7; -11; 14; -15; 15; -12; 8; -4; 1}
12n_585,{3; 12; 1; -2; 5; -7; 9; -9; 9; -7; 4; -2}
12n_586,{-5; 5; -1; 4; -8; 13; -16; 17; -16; 13; -8; 4; -1}
12n_587,{-5; 5; -2; 5; -10; 16; -18; 20; -18; 14; -9; 4; -1}
12n_588,{-6; 4; 1; -3; 6; -10; 13; -14; 14; -11; 8; -4; 1}
12n_589,{2; 12; 2; -5; 11; -15; 18; -19; 17; -13; 8; -4; 1}
12n_590,{1; 10; 1; -2; 3; -3; 4; -3; 3; -2; 1; -1}
12n_591,{4; 12; 1; 0; 0; 1; -1; 2; -2; 1; -1}
12n_592,{-9; 1; -1; 2; -4; 6; -7; 8; -7; 6; -4; 3; -1}
12n_593,{0; 9; 1; -3; 6; -8; 10; -10; 10; -7; 4; -2}
12n_594,{3; 13; 1; -1; 1; 1; -1; 2; -3; 3; -3; 2; -1}
12n_595,{-8; 2; -1; 3; -7; 11; -14; 16; -14; 12; -8; 4; -1}
12n_596,{-8; 2; -2; 5; -9; 13; -15; 16; -14; 11; -6; 3; -1}
12n_597,{-4; 6; -1; 3; -6; 9; -11; 13; -11; 10; -7; 3; -1}
12n_598,{-3; 7; 1; -3; 7; -12; 15; -16; 17; -13; 9; -5; 1}
12n_599,{-3; 6; 1; -3; 5; -7; 9; -9; 9; -6; 4; -2}
12n_600,{3; 12; 1; -2; 5; -8; 10; -10; 11; -8; 5; -3}
12n_601,{-2; 9; -1; 3; -4; 6; -6; 5; -4; 2; 1; -1; 1; -1}
12n_602,{-3; 7; 2; -4; 8; -13; 15; -16; 16; -12; 8; -4; 1}
12n_603,{1; 8; 1; -2; 3; -2; 3; -2; 1; -1}
12n_604,{-11; -1; -1; 3; -6; 10; -13; 13; -13; 11; -6; 4; -1}
12n_605,{-6; 5; 1; -2; 3; -4; 3; -2; 2; 1; -2; 2; -2; 1}
12n_606,{-10; 0; -1; 3; -6; 9; -12; 13; -12; 11; -7; 4; -1}
12n_607,{-8; 2; -1; 2; -4; 7; -9; 10; -9; 8; -5; 3; -1}
12n_608,{-7; 2; -1; 2; -4; 6; -6; 7; -6; 5; -3; 1}
12n_609,{-1; 8; -1; 3; -4; 6; -6; 7; -6; 4; -3; 1}
12n_610,{-5; 5; -1; 3; -5; 8; -10; 11; -10; 8; -5; 3; -1}
12n_611,{-4; 6; -1; 3; -5; 9; -11; 12; -12; 10; -7; 4; -1}
12n_612,{-1; 9; 2; -4; 9; -13; 15; -16; 14; -11; 7; -3; 1}
12n_613,{-4; 6; 2; -6; 11; -16; 19; -19; 18; -13; 8; -4; 1}
12n_614,{-2; 7; 2; -5; 9; -11; 12; -12; 10; -7; 4; -1}
12n_615,{-4; 6; -1; 4; -7; 12; -15; 16; -16; 13; -9; 5; -1}
12n_616,{-7; 2; -1; 3; -6; 9; -10; 11; -10; 8; -5; 2}
12n_617,{-10; 0; -1; 2; -2; 1; 0; -1; 2; -2; 3; -2; 1}
12n_618,{-4; 6; -1; 4; -8; 13; -16; 18; -17; 14; -10; 5; -1}
12n_619,{-9; 1; -1; 3; -7; 11; -13; 14; -13; 11; -7; 4; -1}
12n_620,{-1; 9; 2; -6; 13; -19; 23; -24; 22; -17; 11; -5; 1}
12n_621,{-10; 0; -1; 3; -7; 11; -14; 16; -15; 13; -9; 5; -1}
12n_622,{-4; 6; -1; 3; -7; 12; -14; 17; -16; 13; -10; 5; -1}
12n_623,{-2; 7; 1; -3; 5; -7; 9; -8; 8; -6; 4; -2}
12n_624,{1; 11; 1; -1; 1; 0; -1; 3; -3; 3; -3; 2; -1}
12n_625,{-6; 4; -1; 4; -8; 12; -14; 15; -14; 11; -7; 4; -1}
12n_626,{-12; -2; 1; -4; 9; -17; 22; -25; 26; -21; 16; -9; 3}
12n_627,{-5; 5; -1; 3; -8; 14; -17; 20; -19; 16; -11; 6; -2}
12n_628,{-7; 3; -1; 4; -8; 13; -16; 17; -17; 14; -9; 5; -1}
12n_629,{-8; 2; 1; -1; 0; 1; -4; 5; -5; 6; -4; 3; -1}
12n_630,{-4; 6; -1; 3; -3; 4; -3; 2; -2; 0; 1; -1; 1}
12n_631,{-2; 7; 3; -6; 10; -13; 13; -13; 11; -7; 4; -1}
12n_632,{-7; 3; 2; -7; 13; -20; 24; -24; 23; -17; 11; -5; 1}
12n_633,{-6; 4; 1; -4; 8; -12; 15; -16; 16; -12; 8; -4; 1}
12n_634,{-5; 4; 1; -3; 5; -7; 8; -7; 7; -5; 3; -1}
12n_635,{-6; 4; 1; -4; 10; -17; 23; -26; 26; -22; 16; -9; 3}
12n_636,{-3; 7; -1; 3; -6; 11; -12; 13; -13; 10; -7; 4; -1}
12n_637,{-1; 9; 2; -5; 12; -18; 21; -23; 21; -16; 11; -5; 1}
12n_638,{3; 13; 1; -1; 3; -3; 3; -3; 2; -1; 0; 1; -1}
12n_639,{1; 10; 1; -2; 4; -5; 6; -5; 5; -4; 2; -1}
12n_640,{4; 14; 1; 0; 0; 2; -4; 5; -5; 5; -4; 2; -1}
12n_641,{-9; 1; -1; 3; -6; 9; -11; 11; -10; 9; -5; 3; -1}
12n_642,{-12; -2; -1; 1; -4; 5; -4; 6; -3; 2; -2; 0; 1}
12n_643,{0; 9; 1; -2; 4; -6; 8; -8; 8; -6; 4; -2}
12n_644,{3; 13; 1; -1; 2; -2; 2; -1; 1; 0; -1; 1; -1}
12n_645,{-8; 2; -1; 3; -6; 9; -11; 12; -11; 9; -5; 3; -1}
12n_646,{-3; 7; 1; -4; 8; -12; 16; -17; 17; -13; 9; -5; 1}
12n_647,{4; 14; 1; 0; 0; 2; -3; 4; -5; 4; -3; 2; -1}
12n_648,{1; 11; 1; -2; 3; -3; 3; -1; 1; 0; -1; 1; -1}
12n_649,{-1; 8; -1; 4; -7; 11; -12; 13; -12; 9; -6; 2}
12n_650,{-4; 6; -1; 2; -1; 0; 2; -3; 4; -4; 4; -3; 1}
12n_651,{-1; 9; 1; -4; 10; -15; 19; -20; 19; -15; 10; -5; 1}
12n_652,{-3; 7; 1; -4; 10; -16; 21; -23; 23; -19; 13; -7; 2}
12n_653,{1; 10; 1; -2; 4; -5; 6; -6; 6; -4; 3; -2}
12n_654,{0; 9; 1; -2; 4; -6; 7; -7; 8; -5; 3; -2}
12n_655,{3; 13; 1; -1; 2; -1; 1; -1; 0; 1; -1; 1; -1}
12n_656,{-8; 2; -1; 4; -8; 12; -16; 17; -15; 13; -8; 4; -1}
12n_657,{-5; 5; -1; 3; -6; 10; -12; 14; -13; 10; -7; 4; -1}
12n_658,{-1; 9; -1; 4; -7; 11; -13; 15; -14; 11; -8; 4; -1}
12n_659,{0; 9; 1; -3; 6; -9; 12; -12; 12; -9; 6; -3}
12n_660,{-13; -3; -1; 3; -6; 7; -8; 8; -6; 5; -2; 0; 1}
12n_661,{-2; 7; 1; -2; 3; -4; 5; -4; 4; -3; 2; -1}
12n_662,{-4; 5; -1; 3; -5; 8; -9; 10; -9; 7; -5; 2}
12n_663,{-4; 6; -1; 4; -8; 13; -17; 19; -18; 16; -11; 6; -2}
12n_664,{-6; 4; 1; -5; 11; -18; 25; -27; 27; -23; 16; -9; 3}
12n_665,{-9; 2; 1; -4; 6; -8; 9; -7; 6; -3; 0; 2; -2; 1}
12n_666,{1; 11; -1; 4; -6; 11; -13; 13; -13; 10; -6; 3; -1}
12n_667,{0; 10; -1; 4; -6; 10; -12; 12; -11; 9; -6; 3; -1}
12n_668,{-1; 9; -1; 4; -7; 12; -15; 17; -17; 14; -10; 6; -2}
12n_669,{-2; 8; -1; 4; -7; 12; -15; 16; -16; 13; -8; 5; -2}
12n_670,{-7; 4; -1; 2; -4; 5; -5; 5; -3; 3; 0; -1; 1; -1}
12n_671,{3; 13; 2; -4; 9; -12; 15; -16; 14; -12; 7; -3; 1}
12n_672,{-9; 2; -1; 1; -1; -1; 5; -7; 10; -10; 9; -7; 4; -1}
12n_673,{-7; 4; -1; 1; -2; 2; -1; 2; 0; 0; 1; -1; 1; -1}
12n_674,{3; 13; 2; -3; 7; -9; 11; -13; 11; -9; 6; -3; 1}
12n_675,{-3; 7; -1; 2; -4; 6; -6; 8; -6; 5; -4; 2; -1}
12n_676,{-6; 5; -1; 1; -2; 2; 0; 0; 3; -3; 3; -3; 2; -1}
12n_677,{2; 12; 2; -4; 9; -12; 14; -15; 13; -10; 6; -3; 1}
12n_678,{-2; 8; -1; 3; -6; 10; -12; 14; -12; 10; -7; 3; -1}
12n_679,{5; 16; 1; 0; 1; 1; -2; 3; -5; 5; -5; 3; -2; 1}
12n_680,{4; 15; 1; -1; 2; 0; -1; 3; -4; 4; -5; 3; -2; 1}
12n_681,{-7; 4; -1; 2; -4; 5; -5; 5; -3; 3; 0; -1; 1; -1}
12n_682,{3; 13; 2; -4; 9; -12; 15; -16; 14; -12; 7; -3; 1}
12n_683,{-11; -1; -1; 3; -7; 11; -14; 15; -14; 12; -7; 4; -1}
12n_684,{-11; -1; -1; 3; -6; 9; -12; 13; -12; 10; -6; 4; -1}
12n_685,{-10; 0; -1; 3; -6; 9; -12; 13; -12; 11; -7; 4; -1}
12n_686,{-1; 9; -1; 4; -7; 11; -14; 16; -15; 13; -9; 5; -2}
12n_687,{-8; 2; -2; 5; -9; 14; -17; 18; -16; 13; -8; 4; -1}
12n_688,{5; 16; 1; 0; 1; 1; -3; 5; -7; 7; -7; 5; -3; 1}
12n_689,{4; 15; 1; -1; 2; -1; 1; 1; -2; 2; -3; 2; -2; 1}
12n_690,{-6; 5; -1; 1; -1; -1; 5; -6; 9; -9; 8; -6; 3; -1}
12n_691,{4; 15; 1; -1; 2; 1; -3; 5; -7; 7; -7; 5; -3; 1}
12n_692,{4; 15; 1; -1; 2; 1; -3; 5; -7; 7; -7; 5; -3; 1}
12n_693,{1; 12; 1; -2; 3; -2; 1; 2; -3; 4; -5; 4; -3; 1}
12n_694,{4; 14; 1; 0; 0; 3; -5; 6; -7; 6; -5; 3; -1}
12n_695,{-5; 5; -1; 3; -7; 11; -13; 15; -13; 11; -7; 3; -1}
12n_696,{1; 12; 1; -2; 3; -2; 1; 2; -3; 4; -5; 4; -3; 1}
12n_697,{-1; 10; -1; 3; -4; 6; -5; 4; -3; 1; 1; -2; 2; -1}
12n_698,{-12; -2; 1; -4; 8; -13; 16; -18; 18; -14; 10; -5; 2}
12n_699,{-11; -1; 1; -3; 4; -6; 7; -7; 7; -5; 4; -2; 1}
12n_700,{-12; -2; 1; -4; 7; -11; 14; -15; 15; -12; 8; -4; 2}
12n_701,{-11; -1; 1; -3; 4; -7; 9; -9; 10; -8; 6; -4; 2}
12n_702,{-6; 4; 1; -5; 10; -15; 19; -20; 20; -15; 10; -5; 1}
12n_703,{-1; 9; -1; 4; -6; 9; -11; 12; -11; 9; -6; 3; -1}
12n_704,{-7; 3; -1; 3; -5; 7; -9; 10; -9; 8; -5; 3; -1}
