Name,Jones (vector)
11a_74,{-2; 9; 1; -2; 5; -7; 9; -11; 11; -10; 8; -5; 3; -1}
11a_75,{-3; 8; 1; -2; 5; -8; 11; -13; 13; -12; 9; -5; 3; -1}
11a_76,{-6; 5; 1; -4; 9; -15; 20; -23; 24; -20; 15; -9; 4; -1}
11a_77,{-9; 2; 1; -4; 8; -13; 18; -21; 21; -18; 14; -8; 4; -1}
11a_78,{-3; 8; 1; -3; 7; -12; 17; -19; 20; -18; 13; -8; 4; -1}
11a_79,{-8; 3; -1; 4; -9; 15; -20; 23; -23; 20; -14; 9; -4; 1}
11a_80,{-6; 5; 1; -4; 9; -14; 19; -22; 22; -19; 14; -8; 4; -1}
11a_81,{-4; 7; -1; 4; -8; 13; -17; 20; -20; 18; -13; 8; -4; 1}
11a_82,{-7; 4; 1; -3; 6; -10; 13; -15; 15; -12; 10; -6; 3; -1}
11a_83,{-1; 10; -1; 3; -6; 11; -14; 18; -18; 16; -13; 8; -4; 1}
11a_84,{-6; 5; 1; -3; 6; -10; 14; -16; 16; -14; 11; -6; 3; -1}
11a_85,{-2; 9; -1; 3; -6; 11; -14; 17; -17; 15; -11; 7; -4; 1}
11a_86,{-4; 7; -1; 3; -5; 9; -12; 14; -14; 13; -10; 6; -3; 1}
11a_87,{-5; 6; -1; 4; -8; 13; -17; 20; -19; 16; -12; 7; -3; 1}
11a_88,{-6; 5; 1; -3; 6; -10; 14; -16; 16; -14; 11; -6; 3; -1}
11a_89,{-3; 8; 1; -3; 7; -11; 16; -19; 19; -17; 13; -8; 4; -1}
11a_90,{-7; 4; 1; -3; 6; -9; 12; -14; 13; -11; 9; -5; 3; -1}
11a_91,{-5; 6; -1; 4; -8; 13; -18; 21; -20; 18; -13; 8; -4; 1}
11a_92,{-8; 3; -1; 3; -7; 11; -14; 17; -16; 14; -10; 6; -3; 1}
11a_93,{-7; 4; -1; 3; -6; 9; -12; 15; -14; 13; -10; 6; -3; 1}
11a_94,{3; 14; 1; -2; 6; -9; 14; -17; 17; -16; 12; -8; 4; -1}
11a_95,{2; 13; 1; -2; 5; -7; 10; -11; 11; -10; 7; -5; 3; -1}
11a_96,{-6; 5; 1; -3; 7; -12; 16; -19; 20; -17; 13; -8; 4; -1}
11a_97,{-5; 6; 1; -2; 4; -7; 9; -10; 11; -10; 8; -5; 3; -1}
11a_98,{-6; 5; 1; -2; 4; -7; 10; -12; 12; -11; 9; -5; 3; -1}
11a_99,{-4; 7; -1; 4; -8; 14; -18; 21; -22; 19; -14; 9; -4; 1}
11a_100,{0; 11; 1; -3; 8; -13; 19; -22; 23; -21; 15; -10; 5; -1}
11a_101,{-2; 9; -1; 4; -9; 17; -23; 27; -27; 24; -18; 11; -5; 1}
11a_102,{-3; 8; 1; -2; 6; -10; 13; -16; 16; -14; 11; -6; 3; -1}
11a_103,{-4; 7; 1; -2; 5; -8; 11; -13; 12; -11; 9; -5; 3; -1}
11a_104,{-5; 6; -1; 3; -7; 13; -17; 20; -20; 18; -13; 8; -4; 1}
11a_105,{0; 11; 1; -2; 6; -10; 14; -17; 18; -16; 12; -8; 4; -1}
11a_106,{-5; 6; -1; 3; -6; 10; -13; 15; -14; 13; -9; 5; -3; 1}
11a_107,{-4; 7; -1; 3; -6; 11; -14; 17; -18; 16; -12; 8; -4; 1}
11a_108,{-7; 4; 1; -3; 6; -11; 14; -15; 16; -13; 10; -6; 3; -1}
11a_109,{-5; 6; -1; 3; -7; 12; -16; 19; -18; 17; -12; 7; -4; 1}
11a_110,{-6; 5; 1; -3; 6; -10; 13; -15; 16; -13; 10; -6; 3; -1}
11a_111,{-4; 7; -1; 3; -6; 10; -13; 16; -16; 15; -11; 7; -4; 1}
11a_112,{-6; 5; 1; -3; 7; -12; 17; -20; 20; -18; 14; -8; 4; -1}
11a_113,{-10; 1; 1; -3; 6; -11; 15; -17; 17; -15; 12; -7; 4; -1}
11a_114,{-2; 9; -1; 4; -9; 16; -21; 25; -24; 21; -16; 9; -4; 1}
11a_115,{-4; 7; 1; -3; 7; -12; 17; -19; 19; -17; 13; -8; 4; -1}
11a_116,{0; 11; 1; -3; 8; -13; 19; -22; 22; -20; 15; -9; 4; -1}
11a_117,{0; 11; 1; -3; 7; -11; 16; -18; 19; -17; 12; -8; 4; -1}
11a_118,{-3; 8; 1; -2; 5; -8; 11; -14; 14; -12; 10; -6; 3; -1}
11a_119,{-4; 7; 1; -2; 5; -8; 10; -12; 12; -10; 8; -5; 3; -1}
11a_120,{-11; 0; -1; 3; -7; 11; -15; 18; -17; 15; -11; 7; -3; 1}
11a_121,{-8; 3; -1; 3; -7; 12; -16; 19; -19; 17; -12; 8; -4; 1}
11a_122,{-9; 2; 1; -3; 7; -13; 17; -20; 21; -18; 14; -8; 4; -1}
11a_123,{2; 13; 1; -3; 7; -11; 17; -18; 18; -17; 12; -8; 4; -1}
11a_124,{3; 14; 1; -3; 9; -14; 21; -25; 25; -23; 17; -11; 5; -1}
11a_125,{-3; 8; 1; -4; 10; -17; 24; -28; 29; -25; 19; -12; 5; -1}
11a_126,{-5; 6; -1; 3; -8; 14; -19; 24; -23; 21; -16; 10; -5; 1}
11a_127,{-1; 10; -1; 4; -8; 14; -18; 22; -22; 19; -15; 9; -4; 1}
11a_128,{-6; 5; 1; -3; 8; -13; 17; -21; 21; -18; 14; -8; 4; -1}
11a_129,{-10; 1; 1; -3; 7; -12; 15; -18; 18; -15; 12; -7; 4; -1}
11a_130,{-9; 2; 1; -3; 7; -12; 16; -20; 20; -17; 14; -8; 4; -1}
11a_131,{-8; 3; -1; 3; -7; 13; -18; 21; -21; 19; -14; 9; -4; 1}
11a_132,{-3; 8; 1; -3; 8; -13; 18; -22; 22; -19; 15; -9; 4; -1}
11a_133,{-1; 10; 1; -2; 5; -8; 11; -12; 12; -11; 8; -5; 3; -1}
11a_134,{-2; 9; -1; 3; -7; 13; -16; 20; -20; 17; -13; 8; -4; 1}
11a_135,{-5; 6; -1; 4; -8; 15; -21; 24; -25; 22; -16; 11; -5; 1}
11a_136,{-9; 2; 1; -4; 9; -16; 22; -26; 27; -23; 18; -11; 5; -1}
11a_137,{-7; 4; 1; -3; 7; -11; 15; -18; 17; -15; 12; -7; 4; -1}
11a_138,{-5; 6; -1; 4; -9; 16; -22; 26; -26; 23; -17; 11; -5; 1}
11a_139,{-3; 8; 1; -3; 6; -10; 14; -15; 16; -14; 10; -6; 3; -1}
11a_140,{-2; 9; 1; -2; 4; -6; 8; -9; 10; -9; 7; -5; 3; -1}
11a_141,{-7; 4; 1; -3; 6; -10; 14; -16; 16; -14; 11; -7; 4; -1}
11a_142,{-12; -1; -1; 2; -4; 6; -8; 9; -8; 8; -6; 4; -2; 1}
11a_143,{-11; 0; -1; 2; -5; 9; -12; 14; -14; 13; -9; 6; -3; 1}
11a_144,{-11; 0; -1; 2; -5; 8; -10; 12; -11; 10; -7; 4; -2; 1}
11a_145,{-10; 1; -1; 2; -5; 8; -10; 13; -13; 12; -9; 6; -3; 1}
11a_146,{-8; 3; -1; 3; -7; 12; -17; 20; -19; 18; -13; 8; -4; 1}
11a_147,{-3; 8; 1; -4; 9; -15; 21; -24; 25; -21; 16; -10; 4; -1}
11a_148,{-1; 10; 1; -3; 7; -11; 16; -18; 18; -16; 12; -8; 4; -1}
11a_149,{-3; 8; 1; -3; 7; -12; 17; -20; 21; -18; 14; -9; 4; -1}
11a_150,{-11; 0; -1; 3; -7; 12; -17; 20; -20; 18; -13; 9; -4; 1}
11a_151,{-8; 3; -1; 3; -8; 13; -17; 21; -20; 18; -13; 8; -4; 1}
11a_152,{-7; 4; -1; 3; -7; 11; -15; 19; -18; 17; -13; 8; -4; 1}
11a_153,{-4; 7; 1; -3; 6; -10; 13; -14; 14; -11; 9; -5; 2; -1}
11a_154,{-3; 8; 1; -2; 4; -7; 9; -10; 11; -9; 7; -4; 2; -1}
11a_155,{-9; 2; 1; -4; 9; -17; 23; -27; 29; -24; 19; -12; 5; -1}
11a_156,{-8; 3; -1; 2; -5; 9; -12; 15; -14; 13; -10; 6; -3; 1}
11a_157,{-8; 3; -1; 3; -8; 14; -18; 22; -22; 19; -14; 9; -4; 1}
11a_158,{-7; 4; 1; -3; 7; -12; 16; -19; 19; -16; 13; -8; 4; -1}
11a_159,{-3; 8; 1; -3; 7; -11; 15; -18; 18; -15; 12; -7; 3; -1}
11a_160,{-5; 6; -1; 4; -9; 15; -20; 24; -23; 20; -15; 9; -4; 1}
11a_161,{-9; 2; -1; 2; -4; 6; -7; 9; -8; 7; -6; 4; -2; 1}
11a_162,{-8; 3; -1; 4; -10; 17; -23; 27; -27; 24; -17; 11; -5; 1}
11a_163,{-4; 7; -1; 3; -7; 12; -15; 19; -19; 17; -13; 8; -4; 1}
11a_164,{-6; 5; 1; -4; 10; -17; 23; -27; 28; -24; 18; -11; 5; -1}
11a_165,{-4; 7; 1; -3; 6; -9; 12; -13; 12; -10; 8; -4; 2; -1}
11a_166,{-3; 8; 1; -2; 4; -6; 8; -9; 9; -8; 6; -3; 2; -1}
11a_167,{-5; 6; -1; 3; -6; 11; -15; 18; -18; 16; -12; 8; -4; 1}
11a_168,{-5; 6; -1; 3; -7; 13; -17; 20; -20; 18; -13; 8; -4; 1}
11a_169,{-7; 4; -1; 3; -7; 12; -16; 19; -19; 18; -13; 8; -4; 1}
11a_170,{-5; 6; -1; 4; -10; 18; -25; 30; -30; 27; -20; 13; -6; 1}
11a_171,{-3; 8; 1; -5; 11; -18; 26; -29; 30; -26; 19; -12; 5; -1}
11a_172,{-3; 8; 1; -3; 8; -14; 19; -22; 23; -20; 15; -9; 4; -1}
11a_173,{-3; 8; 1; -3; 7; -13; 18; -21; 23; -19; 15; -10; 4; -1}
11a_174,{-7; 4; 1; -3; 5; -8; 11; -12; 12; -10; 8; -5; 3; -1}
11a_175,{-5; 6; -1; 3; -6; 10; -14; 17; -16; 15; -11; 7; -4; 1}
11a_176,{-3; 8; 1; -3; 6; -10; 15; -17; 18; -16; 12; -8; 4; -1}
11a_177,{-1; 10; -1; 3; -5; 9; -12; 15; -15; 14; -11; 7; -4; 1}
11a_178,{-2; 9; -1; 4; -8; 13; -17; 20; -19; 17; -12; 7; -4; 1}
11a_179,{-2; 9; 1; -2; 4; -5; 7; -8; 8; -8; 6; -4; 3; -1}
11a_180,{-6; 5; 1; -3; 6; -9; 12; -14; 14; -12; 9; -5; 3; -1}
11a_181,{-3; 8; 1; -3; 7; -10; 14; -16; 15; -14; 10; -5; 3; -1}
11a_182,{-10; 1; 1; -3; 5; -8; 10; -11; 11; -9; 7; -4; 3; -1}
11a_183,{-9; 2; 1; -3; 6; -11; 15; -18; 19; -16; 13; -8; 4; -1}
11a_184,{-8; 3; -1; 3; -6; 9; -12; 14; -13; 12; -8; 5; -3; 1}
11a_185,{-7; 4; -1; 3; -6; 10; -14; 17; -17; 16; -12; 8; -4; 1}
11a_186,{3; 14; 1; -2; 6; -9; 13; -15; 15; -14; 10; -6; 3; -1}
11a_187,{-6; 5; 1; -3; 6; -11; 16; -18; 19; -17; 13; -8; 4; -1}
11a_188,{-5; 6; 1; -2; 4; -6; 8; -10; 10; -9; 8; -5; 3; -1}
11a_189,{-6; 5; 1; -4; 9; -15; 21; -24; 24; -21; 16; -9; 4; -1}
11a_190,{-4; 7; 1; -3; 6; -9; 12; -13; 13; -11; 8; -5; 3; -1}
11a_191,{3; 14; 1; -2; 5; -7; 11; -13; 13; -12; 9; -6; 3; -1}
11a_192,{2; 13; 1; -3; 7; -10; 14; -15; 15; -13; 9; -6; 3; -1}
11a_193,{-9; 2; 1; -3; 6; -10; 13; -15; 15; -13; 10; -5; 3; -1}
11a_194,{-10; 1; 1; -3; 6; -10; 13; -15; 14; -12; 10; -5; 3; -1}
11a_195,{-8; 3; 1; -2; 3; -5; 6; -7; 8; -7; 6; -4; 3; -1}
11a_196,{-8; 3; -1; 4; -9; 15; -21; 24; -23; 21; -15; 9; -4; 1}
11a_197,{-2; 9; -1; 3; -7; 14; -19; 23; -23; 21; -16; 10; -5; 1}
11a_198,{-4; 7; -1; 3; -6; 11; -15; 18; -18; 17; -13; 8; -4; 1}
11a_199,{-7; 4; 1; -3; 7; -11; 14; -16; 15; -13; 10; -5; 3; -1}
11a_200,{2; 13; 1; -2; 5; -8; 12; -13; 13; -12; 9; -6; 3; -1}
11a_201,{-6; 5; 1; -2; 5; -8; 10; -13; 13; -11; 9; -5; 3; -1}
11a_202,{-3; 8; 1; -2; 6; -10; 14; -18; 18; -16; 13; -8; 4; -1}
11a_203,{1; 12; 1; -2; 4; -5; 8; -9; 9; -9; 7; -5; 3; -1}
11a_204,{0; 11; 1; -3; 7; -10; 14; -16; 16; -14; 10; -6; 3; -1}
11a_205,{-7; 4; 1; -3; 6; -10; 13; -14; 14; -12; 9; -5; 3; -1}
11a_206,{-12; -1; -1; 2; -4; 5; -6; 7; -6; 6; -4; 3; -2; 1}
11a_207,{-11; 0; -1; 2; -5; 8; -11; 14; -13; 12; -9; 6; -3; 1}
11a_208,{-11; 0; -1; 3; -7; 11; -15; 17; -16; 15; -10; 6; -3; 1}
11a_209,{-6; 5; 1; -3; 8; -14; 19; -23; 23; -20; 16; -9; 4; -1}
11a_210,{-6; 5; 1; -2; 4; -7; 9; -11; 12; -10; 8; -5; 3; -1}
11a_211,{-10; 1; -1; 2; -4; 6; -8; 10; -10; 10; -7; 5; -3; 1}
11a_212,{0; 11; 1; -3; 8; -14; 21; -24; 25; -23; 17; -11; 5; -1}
11a_213,{0; 11; 1; -3; 8; -14; 20; -23; 24; -21; 16; -10; 4; -1}
11a_214,{-4; 7; 1; -2; 5; -7; 9; -11; 10; -9; 7; -4; 3; -1}
11a_215,{-1; 10; -1; 4; -8; 14; -18; 21; -21; 19; -14; 8; -4; 1}
11a_216,{-3; 8; 1; -4; 9; -15; 21; -23; 24; -21; 15; -9; 4; -1}
11a_217,{-8; 3; -1; 3; -8; 14; -19; 23; -22; 20; -15; 9; -4; 1}
11a_218,{-8; 3; -1; 3; -7; 13; -18; 21; -21; 19; -14; 9; -4; 1}
11a_219,{-10; 1; -1; 2; -5; 8; -11; 14; -13; 13; -10; 6; -3; 1}
11a_220,{0; 11; 1; -2; 5; -8; 11; -13; 14; -12; 9; -6; 3; -1}
11a_221,{-8; 3; -1; 2; -5; 8; -10; 13; -12; 11; -8; 5; -3; 1}
11a_222,{-7; 4; -1; 2; -5; 9; -12; 16; -16; 15; -12; 8; -4; 1}
11a_223,{1; 12; 1; -2; 5; -7; 10; -11; 11; -11; 8; -5; 3; -1}
11a_224,{0; 11; 1; -2; 5; -8; 12; -14; 14; -13; 10; -6; 3; -1}
11a_225,{-9; 2; -1; 2; -4; 6; -7; 8; -7; 7; -5; 3; -2; 1}
11a_226,{-8; 3; -1; 2; -4; 7; -9; 11; -11; 10; -7; 5; -3; 1}
11a_227,{3; 14; 1; -3; 9; -14; 20; -23; 23; -21; 15; -9; 4; -1}
11a_228,{-6; 5; 1; -3; 7; -13; 18; -21; 22; -19; 15; -9; 4; -1}
11a_229,{-1; 10; 1; -2; 5; -8; 10; -11; 11; -9; 7; -4; 2; -1}
11a_230,{-1; 10; 1; -2; 4; -5; 7; -8; 7; -6; 5; -3; 2; -1}
11a_231,{-7; 4; 1; -3; 7; -12; 14; -16; 16; -12; 10; -5; 2; -1}
11a_232,{-7; 4; 1; -3; 7; -13; 17; -19; 20; -17; 13; -8; 4; -1}
11a_233,{-5; 6; -1; 4; -10; 18; -24; 28; -28; 25; -18; 11; -5; 1}
11a_234,{4; 15; 1; -1; 3; -3; 4; -5; 5; -5; 4; -3; 2; -1}
11a_235,{3; 14; 1; -2; 5; -7; 10; -11; 11; -10; 7; -4; 2; -1}
11a_236,{3; 14; 1; -2; 6; -9; 13; -16; 16; -14; 11; -7; 3; -1}
11a_237,{2; 13; 1; -3; 7; -10; 14; -15; 14; -12; 9; -5; 2; -1}
11a_238,{2; 13; 1; -2; 5; -7; 9; -10; 10; -8; 6; -4; 2; -1}
11a_239,{-3; 8; 1; -5; 12; -20; 28; -31; 32; -28; 20; -12; 5; -1}
11a_240,{4; 15; 1; -1; 4; -5; 7; -9; 9; -9; 7; -5; 3; -1}
11a_241,{3; 14; 1; -2; 6; -9; 13; -15; 15; -14; 10; -6; 3; -1}
11a_242,{3; 14; 1; -1; 3; -4; 6; -7; 7; -7; 5; -3; 2; -1}
11a_243,{2; 13; 1; -2; 5; -7; 10; -11; 10; -9; 7; -4; 2; -1}
11a_244,{3; 14; 1; -3; 9; -14; 20; -24; 24; -21; 16; -10; 4; -1}
11a_245,{3; 14; 1; -1; 4; -6; 9; -12; 12; -11; 9; -6; 3; -1}
11a_246,{2; 13; 1; -1; 3; -4; 5; -6; 6; -5; 4; -3; 2; -1}
11a_247,{1; 12; 1; -1; 2; -2; 2; -2; 2; -2; 2; -1; 1; -1}
11a_248,{-8; 3; -1; 5; -11; 17; -23; 26; -25; 22; -15; 9; -4; 1}
11a_249,{-7; 4; -1; 4; -7; 11; -16; 18; -18; 17; -12; 8; -4; 1}
11a_250,{-2; 9; 1; -2; 5; -8; 11; -13; 13; -12; 10; -6; 3; -1}
11a_251,{-6; 5; 1; -3; 7; -13; 18; -21; 22; -19; 15; -9; 4; -1}
11a_252,{-4; 7; -1; 3; -7; 13; -17; 21; -21; 19; -15; 9; -4; 1}
11a_253,{-6; 5; 1; -3; 7; -13; 18; -21; 22; -19; 15; -9; 4; -1}
11a_254,{-4; 7; -1; 3; -7; 13; -17; 21; -21; 19; -15; 9; -4; 1}
11a_255,{-8; 3; -1; 4; -9; 15; -20; 23; -23; 20; -14; 9; -4; 1}
11a_256,{-7; 4; -1; 4; -8; 13; -18; 21; -21; 19; -14; 9; -4; 1}
11a_257,{-6; 5; 1; -3; 6; -10; 13; -15; 16; -13; 10; -6; 3; -1}
11a_258,{-5; 6; 1; -2; 4; -7; 9; -11; 12; -10; 9; -6; 3; -1}
11a_259,{1; 12; 1; -2; 5; -7; 10; -12; 12; -11; 9; -6; 3; -1}
11a_260,{0; 11; 1; -2; 5; -7; 9; -11; 11; -9; 7; -4; 2; -1}
11a_261,{-10; 1; 1; -4; 9; -14; 18; -21; 20; -17; 13; -7; 4; -1}
11a_262,{-9; 2; 1; -3; 6; -10; 14; -17; 17; -15; 12; -7; 4; -1}
11a_263,{4; 15; 1; -1; 5; -7; 10; -13; 12; -12; 10; -6; 3; -1}
11a_264,{-3; 8; 1; -4; 8; -13; 19; -21; 22; -19; 14; -9; 4; -1}
11a_265,{-4; 7; 1; -4; 8; -12; 16; -17; 17; -14; 10; -6; 3; -1}
11a_266,{-6; 5; 1; -6; 14; -22; 30; -34; 34; -29; 21; -12; 5; -1}
11a_267,{-8; 3; -1; 5; -12; 20; -27; 31; -31; 27; -19; 12; -5; 1}
11a_268,{-4; 7; -1; 4; -8; 14; -19; 22; -22; 20; -15; 9; -4; 1}
11a_269,{-4; 7; -1; 5; -10; 16; -21; 24; -24; 21; -15; 9; -4; 1}
11a_270,{-5; 6; -1; 4; -8; 14; -19; 22; -22; 19; -14; 9; -4; 1}
11a_271,{-2; 9; -1; 5; -11; 19; -24; 28; -28; 23; -17; 10; -4; 1}
11a_272,{-5; 6; -1; 4; -9; 16; -21; 24; -24; 21; -15; 9; -4; 1}
11a_273,{-9; 2; 1; -4; 10; -17; 22; -26; 26; -22; 17; -9; 4; -1}
11a_274,{-6; 5; 1; -4; 10; -17; 23; -27; 27; -23; 18; -10; 4; -1}
11a_275,{0; 11; 1; -3; 8; -13; 18; -21; 21; -18; 14; -8; 3; -1}
11a_276,{0; 11; 1; -4; 10; -16; 23; -26; 26; -23; 17; -10; 4; -1}
11a_277,{-3; 8; 1; -4; 9; -13; 19; -22; 21; -19; 14; -8; 4; -1}
11a_278,{-4; 7; 1; -4; 10; -15; 20; -23; 22; -19; 14; -8; 4; -1}
11a_279,{-5; 6; 1; -3; 6; -9; 12; -14; 14; -12; 10; -6; 3; -1}
11a_280,{-6; 5; 1; -3; 7; -11; 14; -17; 17; -14; 11; -6; 3; -1}
11a_281,{-4; 7; -1; 4; -9; 16; -21; 25; -25; 22; -17; 10; -4; 1}
11a_282,{-7; 4; 1; -4; 8; -13; 18; -20; 20; -17; 13; -8; 4; -1}
11a_283,{-9; 2; 1; -4; 9; -15; 20; -24; 24; -20; 16; -9; 4; -1}
11a_284,{-3; 8; 1; -5; 12; -19; 26; -29; 29; -25; 18; -10; 4; -1}
11a_285,{-6; 5; 1; -5; 11; -17; 23; -26; 26; -22; 16; -9; 4; -1}
11a_286,{-4; 7; -1; 4; -9; 15; -20; 24; -23; 21; -16; 9; -4; 1}
11a_287,{-6; 5; 1; -4; 10; -18; 25; -29; 30; -26; 20; -12; 5; -1}
11a_288,{-5; 6; -1; 5; -13; 22; -29; 34; -33; 29; -21; 12; -5; 1}
11a_289,{-5; 6; -1; 4; -9; 15; -20; 24; -23; 20; -15; 9; -4; 1}
11a_290,{-7; 4; -1; 4; -9; 14; -19; 23; -22; 20; -15; 9; -4; 1}
11a_291,{3; 14; 1; -3; 7; -9; 14; -16; 15; -14; 10; -6; 3; -1}
11a_292,{2; 13; 1; -4; 10; -14; 19; -21; 20; -17; 12; -7; 3; -1}
11a_293,{-9; 2; -1; 3; -6; 8; -11; 13; -11; 11; -8; 5; -3; 1}
11a_294,{-8; 3; -1; 3; -7; 12; -17; 20; -19; 18; -13; 8; -4; 1}
11a_295,{-11; 0; -1; 3; -7; 11; -15; 18; -17; 15; -11; 7; -3; 1}
11a_296,{-10; 1; -1; 3; -7; 11; -15; 18; -17; 16; -12; 7; -3; 1}
11a_297,{-8; 3; -1; 5; -12; 19; -25; 29; -28; 24; -17; 10; -4; 1}
11a_298,{3; 14; 1; -3; 8; -12; 18; -21; 21; -19; 14; -9; 4; -1}
11a_299,{2; 13; 1; -3; 7; -10; 14; -15; 15; -13; 9; -6; 3; -1}
11a_300,{-6; 5; 1; -4; 10; -16; 21; -25; 25; -21; 16; -9; 4; -1}
11a_301,{-8; 3; -1; 5; -13; 21; -28; 33; -32; 28; -20; 12; -5; 1}
11a_302,{-10; 1; 1; -4; 10; -17; 22; -26; 26; -22; 17; -10; 5; -1}
11a_303,{-4; 7; 1; -4; 10; -16; 21; -24; 24; -20; 15; -9; 4; -1}
11a_304,{0; 11; 1; -3; 8; -12; 16; -19; 19; -16; 12; -7; 3; -1}
11a_305,{-7; 4; 1; -4; 8; -14; 19; -21; 22; -18; 14; -9; 4; -1}
11a_306,{-10; 1; 1; -4; 8; -12; 15; -17; 16; -13; 10; -5; 3; -1}
11a_307,{-9; 2; 1; -3; 5; -8; 11; -13; 13; -11; 9; -5; 3; -1}
11a_308,{1; 12; 1; -2; 4; -6; 9; -10; 11; -10; 8; -6; 3; -1}
11a_309,{0; 11; 1; -3; 6; -9; 13; -14; 15; -13; 9; -6; 3; -1}
11a_310,{0; 11; 1; -2; 4; -6; 8; -9; 10; -8; 6; -4; 2; -1}
11a_311,{-1; 10; 1; -3; 6; -9; 12; -12; 12; -10; 7; -4; 2; -1}
11a_312,{-9; 2; 1; -4; 8; -13; 17; -19; 19; -16; 12; -6; 3; -1}
11a_313,{-8; 3; 1; -3; 5; -8; 10; -11; 12; -10; 8; -5; 3; -1}
11a_314,{-3; 8; 1; -5; 12; -18; 25; -28; 27; -24; 17; -9; 4; -1}
11a_315,{-5; 6; -1; 4; -10; 17; -22; 26; -25; 22; -16; 9; -4; 1}
11a_316,{-5; 6; -1; 3; -7; 12; -16; 20; -19; 17; -13; 8; -4; 1}
11a_317,{-7; 4; -1; 3; -7; 12; -16; 20; -20; 18; -14; 9; -4; 1}
11a_318,{3; 14; 1; -3; 9; -14; 19; -22; 22; -19; 14; -8; 3; -1}
11a_319,{3; 14; 1; -3; 8; -12; 17; -19; 19; -17; 12; -7; 3; -1}
11a_320,{2; 13; 1; -3; 7; -11; 16; -17; 17; -15; 11; -7; 3; -1}
11a_321,{-11; 0; -1; 3; -8; 13; -17; 20; -19; 17; -12; 7; -3; 1}
11a_322,{-8; 3; -1; 4; -10; 16; -21; 25; -24; 21; -15; 9; -4; 1}
11a_323,{-6; 5; -1; 3; -6; 9; -11; 13; -12; 11; -8; 5; -3; 1}
11a_324,{-10; 1; -1; 3; -7; 10; -13; 16; -15; 14; -10; 6; -3; 1}
11a_325,{-8; 3; -1; 3; -6; 10; -13; 15; -15; 13; -9; 6; -3; 1}
11a_326,{-5; 6; -1; 4; -10; 17; -23; 28; -27; 24; -18; 11; -5; 1}
11a_327,{-2; 9; -1; 5; -12; 20; -26; 31; -30; 26; -19; 11; -5; 1}
11a_328,{0; 11; 1; -4; 10; -15; 21; -24; 24; -21; 15; -9; 4; -1}
11a_329,{2; 13; 1; -4; 10; -15; 21; -23; 23; -20; 14; -9; 4; -1}
11a_330,{-9; 2; -1; 3; -6; 9; -12; 14; -13; 12; -9; 6; -3; 1}
11a_331,{-8; 3; -1; 3; -7; 12; -16; 19; -18; 16; -12; 7; -3; 1}
11a_332,{-5; 6; -1; 5; -13; 21; -27; 32; -30; 26; -19; 10; -4; 1}
11a_333,{-8; 3; 1; -2; 3; -6; 8; -9; 10; -9; 8; -5; 3; -1}
11a_334,{4; 15; 1; -1; 3; -4; 6; -7; 7; -7; 6; -4; 2; -1}
11a_335,{3; 14; 1; -2; 5; -7; 10; -12; 12; -10; 8; -5; 2; -1}
11a_336,{3; 14; 1; -2; 4; -5; 8; -9; 9; -8; 6; -4; 2; -1}
11a_337,{2; 13; 1; -3; 7; -10; 13; -14; 14; -11; 8; -5; 2; -1}
11a_338,{4; 15; 1; -1; 4; -6; 8; -10; 11; -10; 8; -6; 3; -1}
11a_339,{3; 14; 1; -1; 3; -5; 7; -8; 9; -8; 6; -4; 2; -1}
11a_340,{3; 14; 1; -2; 5; -8; 12; -13; 14; -13; 9; -6; 3; -1}
11a_341,{2; 13; 1; -2; 4; -6; 9; -9; 9; -8; 6; -4; 2; -1}
11a_342,{2; 13; 1; -1; 2; -3; 4; -4; 4; -3; 3; -2; 1; -1}
11a_343,{1; 12; 1; -2; 3; -3; 4; -4; 4; -3; 3; -2; 1; -1}
11a_344,{0; 11; 1; -3; 7; -12; 18; -20; 21; -19; 14; -9; 4; -1}
11a_345,{-1; 10; 1; -3; 6; -9; 13; -14; 14; -12; 9; -6; 3; -1}
11a_346,{-2; 9; 1; -3; 6; -9; 13; -14; 14; -13; 10; -6; 3; -1}
11a_347,{-3; 8; 1; -3; 7; -11; 15; -18; 18; -15; 12; -7; 3; -1}
11a_348,{-1; 10; -1; 5; -9; 15; -20; 23; -23; 20; -15; 9; -4; 1}
11a_349,{-2; 9; -1; 5; -10; 17; -22; 25; -25; 21; -15; 9; -4; 1}
11a_350,{-5; 6; -1; 5; -11; 19; -26; 30; -30; 26; -19; 12; -5; 1}
11a_351,{-5; 6; -1; 5; -11; 18; -24; 27; -26; 23; -16; 9; -4; 1}
11a_352,{-4; 7; -1; 5; -9; 14; -19; 21; -21; 19; -13; 8; -4; 1}
11a_353,{3; 14; 1; -3; 8; -12; 17; -20; 20; -17; 13; -8; 3; -1}
11a_354,{2; 13; 1; -3; 7; -11; 15; -16; 17; -14; 10; -7; 3; -1}
11a_355,{4; 15; 1; -1; 3; -4; 5; -6; 7; -6; 5; -4; 2; -1}
11a_356,{3; 14; 1; -2; 5; -8; 11; -12; 13; -11; 8; -5; 2; -1}
11a_357,{3; 14; 1; -2; 5; -8; 12; -14; 15; -13; 10; -7; 3; -1}
11a_358,{3; 14; 1; -1; 2; -3; 4; -4; 5; -4; 3; -2; 1; -1}
11a_359,{2; 13; 1; -2; 4; -6; 8; -8; 8; -6; 5; -3; 1; -1}
